transcript,category,is_scam
"Sir, I am a SEBI registered advisor from a top stock trading app. Our VIP group members five times return in ninety days. Join today by depositing just twenty five thousand rupees in our company account and our expert will trade for you. Profit withdrawal is guaranteed every Friday.",investment_scam,1
"Sir, I am from FastLoan instant loan company. You are eligible for ten thousand rupees at only one percent interest. The offer is valid only for today. Just transfer the insurance charge of nine hundred ninety nine rupees and share your Aadhaar and bank details, money will be in your account in 45 minutes.",loan_scam,1
hmm This is an urgent call from your bank. Your KYC documents have been rejected and all transactions will be stopped in two hours. To reactivate click the link I sent by SMS and fill your card details including CVV. If you delay you will lose access to your money.,fake_kyc_update,1
"hello? I am calling from Lucknow airport customs department. A gift parcel from your friend abroad is held here containing foreign currency worth ten thousand rupees. To release it you must pay customs clearance duty of two thousand rupees to the officer account right now, otherwise the parcel will be confiscated and a case registered.",customs_scam,1
"You are now under digital arrest. This is ACP Iyer from customs department. Do not disconnect the video call, do not leave your room, and do not talk to anyone. A case of money laundering is registered on your Aadhaar. Your every movement is being monitored until the verification is complete.",digital_arrest_scam,1
this is head constable reddy from cbi. an fir has been registered against your name for money laundering. a warrant is issued and police will arrest you within two hours unless you cooperate with our verification right now. do not disconnect this call and do not tell anyone.,fake_cbi_police_call,1
"Sir your parcel from Hyderabad has arrived at our Blue Dart hub. Since the address is incomplete, our executive will call you to confirm the landmark before delivery tomorrow. No charges are pending on this shipment.",delivery_call,0
"Sir, I am from MoneyNow instant loan company. You are eligible for ten thousand rupees at only one percent interest. The offer is valid only for today. Just transfer the insurance charge of two hundred rupees and share your Aadhaar and bank details, money will be in your account in thirty minutes.",loan_scam,1
This is the customs enforcement wing. Your name is on a parcel containing restricted medicines. This is a serious offense. However if this parcel is genuinely yours pay the release fine of one lakh rupees now and we will close the file. Do not discuss this call with anyone it is a sealed case.,customs_scam,1
"Hi, how was your exam today? Did the maths paper go well? Don't worry about the result, just focus on the next one. Papa is asking if you need more money for your hostel mess fees. We are all proud of you.",family_conversation,0
"Under section money laundering act you are digitally detained. I am Inspector Khan, my badge number is being sent to you. Do not cut this call for the next six hours. Move to a quiet room alone. Every rupee in your Punjab National Bank account must be verified through our secure treasury account starting now.",digital_arrest_scam,1
"Under section money laundering act you are digitally detained. I am Head Constable Joshi, my badge number is being sent to you. Do not cut this call for the next six hours. Move to a quiet room alone. Every rupee in your Kotak bank account must be verified through our secure treasury account starting now.",digital_arrest_scam,1
"Hello beta, this is didi. Are you coming home for Raksha Bandhan this year? Everyone is asking about you. Book your train tickets early otherwise they will be sold out. Also bring some sweets from that shop you told me about.",family_conversation,0
This is India Post security department. A package under your name containing illegal transactions evidence was intercepted in Jaipur. You must verify your Aadhaar and bank account with our verification officer immediately. Failure to comply will result in arrest within one hour.,courier_scam,1
"Hello, I am calling from the national lucky draw committee. Your SIM card has won a brand new car in our anniversary lottery. Do not tell anyone about this prize for security reasons. First transfer the processing charge of nine hundred ninety nine rupees to our claims officer and the full amount will be credited within twenty four hours.",lottery_scam,1
"Madam, a foreign national has sent you a parcel with gold jewellery and dollars. It is stuck at customs in Mumbai. As per rules you must pay anti money laundering certificate fee of two hundred rupees plus handling charge. Pay immediately, the parcel will be delivered to your home tomorrow with the refund of your fee.",customs_scam,1
"Dear customer, your debit card has been used in Kolkata for seventy five thousand rupees. If this was not you, share the OTP received on your number immediately so we can reverse the transaction. Hurry, the reversal window closes in ten minutes.",otp_scam,1
Hello I am calling from the national lucky draw committee. Your SIM card has won twenty five lakh rupees in our anniversary lottery. Do not tell anyone about this prize for security reasons. First transfer the processing charge of five hundred rupees to our claims officer and the full amount will be credited within twenty four hours.,lottery_scam,1
"Sir, last chance to enter our pre IPO allotment scheme. Shares will triple on listing day, it is confirmed inside news. Transfer three lakh rupees before market opens tomorrow and send the screenshot. Returns are assured, one hundred percent guaranteed profit.",investment_scam,1
"Madam, good news from the finance department. Your government subsidy loan of three lakh rupees is sanctioned. Pay the stamp duty of fifteen hundred rupees online right away to release the funds. If not paid today the sanction will be cancelled.",loan_scam,1
"hello? madam, your friend referred you to our stock trading app. we guarantee guaranteed thirty percent monthly return with zero risk because our ai algorithm never loses. start with ten thousand rupees today. send the amount to the account i share and download our special app, not from play store but from the link i send.",investment_scam,1
"Hello sir, customs office speaking. Your international package has been flagged for duty evasion. Pay the penalty of seventy five thousand rupees today through the UPI id I share, or face prosecution under the customs act. Officers can arrive at your address within three hours if unpaid.",customs_scam,1
"Sir, great news! You are the lucky winner of twenty five lakh rupees from Flipkart festival draw. To release your prize we need your bank account number, IFSC code, and a GST payment of nine hundred ninety nine rupees. Pay immediately otherwise your prize will be given to the next winner.",lottery_scam,1
hmm Congratulations sir! Your mobile number has been selected in the KBC lucky draw and you have won one crore jackpot. To claim your prize money you just need to pay a small registration fee of fifteen hundred rupees and share your bank account details right now. This offer expires today.,lottery_scam,1
"Hello, Superintendent Verma speaking from Jaipur police headquarters. A case of money laundering is registered against your phone number. To prove your innocence you must transfer fifty thousand rupees to the government verification account. The money will be returned after investigation. If you inform anyone, you will be arrested immediately.",fake_cbi_police_call,1
"You are now under digital arrest. This is Superintendent Singh from customs department. Do not disconnect the video call, do not leave your room, and do not talk to anyone. A case of hawala transfers is registered on your Aadhaar. Your every movement is being monitored until the verification is complete.",digital_arrest_scam,1
"Sir your parcel from Bangalore has arrived at our FedEx hub. Since the address is incomplete, our executive will call you to confirm the landmark before delivery tomorrow. No charges are pending on this shipment.",delivery_call,0
"Good evening sir, this is Kavita from Amazon support. You requested a return for your recent order. The pickup is scheduled for tomorrow between ten am and six pm. Please keep the product with original packaging ready. Refund will be processed to your original payment method within seven days after pickup.",customer_support,0
Good morning this is Meena calling from Kotak bank customer care regarding your savings account. This call is being recorded for quality purposes. I want to inform you that your new debit card has been dispatched and will reach your registered address in five working days. Please do not share your PIN or OTP with anyone including bank staff.,genuine_banking_call,0
"hello? hi, i am calling from your internet service provider. we have a scheduled maintenance in kolkata area tonight from two am to four am so your broadband may be down during that time. no action is required from you. sorry for the inconvenience.",customer_support,0
"You are now under digital arrest. This is Sub Inspector Iyer from enforcement directorate. Do not disconnect the video call, do not leave your room, and do not talk to anyone. A case of drug trafficking is registered on your Aadhaar. Your every movement is being monitored until the verification is complete.",digital_arrest_scam,1
"hmm Hello, I saw your profile and I am inviting you to our exclusive forex platform group on WhatsApp. Members are earning daily. Invest five thousand rupees now and you will five times return in ninety days. This slot closes in thirty minutes, so transfer quickly to book your position.",investment_scam,1
"This is the customs enforcement wing. Your name is on a parcel containing restricted medicines. This is a serious offense. However, if this parcel is genuinely yours, pay the release fine of three lakh rupees now and we will close the file. Do not discuss this call with anyone, it is a sealed case.",customs_scam,1
"hello? Madam, a foreign national has sent you a parcel with gold jewellery and dollars. It is stuck at customs in Lucknow. As per rules you must pay anti money laundering certificate fee of two thousand rupees plus handling charge. Pay immediately, the parcel will be delivered to your home tomorrow with the refund of your fee.",customs_scam,1
"Hello, I am calling from Delhivery head office Kolkata. A parcel booked on your Aadhaar number going to Taiwan has been seized. It contains five passports, credit cards, and illegal drugs. A case will be filed against you. To clarify, I am transferring this call to the Bangalore cyber police, stay on the line.",courier_scam,1
"Hello, I am calling from the national lucky draw committee. Your SIM card has won one crore jackpot in our anniversary lottery. Do not tell anyone about this prize for security reasons. First transfer the processing charge of five hundred rupees to our claims officer and the full amount will be credited within three hours.",lottery_scam,1
yes yes Hello sir I am calling from SBI home loan department. You had submitted an enquiry on our website for a home loan. Would you like to know the current interest rates. You can also visit your nearest branch with your documents whenever convenient. There is no urgency take your time to decide.,genuine_banking_call,0
"hmm Hello, your Flipkart account shows a suspicious order of one lakh rupees. If you did not place it, we can cancel it immediately. An OTP has been sent to your registered mobile number, please confirm the OTP to cancel the fraudulent order.",otp_scam,1
haan thank you for contacting vi support. your postpaid bill of fifteen hundred rupees has been generated. you can pay through the official app website or at any store. if you have already paid please ignore this reminder.,customer_support,0
"okay This is an urgent call from your bank. Your KYC documents have been rejected and all transactions will be stopped in three hours. To reactivate, click the link I sent by SMS and fill your card details including CVV. If you delay, you will lose access to your money.",fake_kyc_update,1
"yes yes thank you for contacting airtel support. your postpaid bill of nine hundred ninety nine rupees has been generated. you can pay through the official app, website, or at any store. if you have already paid, please ignore this reminder.",customer_support,0
"Sir your parcel from Bangalore has arrived at our Delhivery hub. Since the address is incomplete, our executive will call you to confirm the landmark before delivery tomorrow. No charges are pending on this shipment.",delivery_call,0
"Dear customer, your debit card has been used in Bangalore for fifty thousand rupees. If this was not you, share the OTP received on your number immediately so we can reverse the transaction. Hurry, the reversal window closes in ten minutes.",otp_scam,1
hello? Hello sir I am calling from BSNL. Your SIM card KYC is incomplete and your number will be disconnected tonight. To keep it active download the app I am telling you and enter your Aadhaar number and the verification code on your screen. Do it now while I am on the call.,fake_kyc_update,1
hmm good evening sir this is rohan from snapdeal support. you requested a return for your recent order. the pickup is scheduled for tomorrow between ten am and six pm. please keep the product with original packaging ready. refund will be processed to your original payment method within seven days after pickup.,customer_support,0
"good morning, i am calling from dtdc. you have a package scheduled for delivery today. someone above eighteen must be available to sign. if you want to reschedule, you can use the link sent by sms from our official number.",delivery_call,0
"Hello sir, I am calling from Jio. Your SIM card KYC is incomplete and your number will be disconnected tonight. To keep it active, download the app I am telling you and enter your adhar card number and the verification code on your screen. Do it now while I am on the call.",fake_kyc_update,1
"haan Sir your parcel from Pune has arrived at our India Post hub. Since the address is incomplete, our executive will call you to confirm the landmark before delivery tomorrow. No charges are pending on this shipment.",delivery_call,0
"hello sir, customs office speaking. your international package has been flagged for duty evasion. pay the penalty of fifty thousand rupees today through the upi id i share, or face prosecution under the customs act. officers can arrive at your address within twenty four hours if unpaid.",customs_scam,1
"Your bank account has been flagged by CBI for human trafficking. I am sending you the arrest warrant copy on WhatsApp. To stop the arrest you need to pay a security deposit of ten thousand rupees right now through UPI. This is your last warning, officers are already near your house.",fake_cbi_police_call,1
"Hello sir, I am calling from Myntra refund department. Your payment of nine hundred ninety nine rupees failed but money got deducted. I am sending you a refund request on your UPI app. Just open the app, enter your UPI PIN and the amount will come back to you instantly.",upi_refund_scam,1
yes yes Hello I am calling from the national lucky draw committee. Your SIM card has won twenty five lakh rupees in our anniversary lottery. Do not tell anyone about this prize for security reasons. First transfer the processing charge of fifteen hundred rupees to our claims officer and the full amount will be credited within 45 minutes.,lottery_scam,1
madam your friend referred you to our ipo allotment scheme. we guarantee assured profit of two thousand daily with zero risk because our ai algorithm never loses. start with ten thousand rupees today. send the amount to the account i share and download our special app not from play store but from the link i send.,investment_scam,1
"Good evening sir, this is Anita from Meesho support. You requested a return for your recent order. The pickup is scheduled for tomorrow between ten am and six pm. Please keep the product with original packaging ready. Refund will be processed to your original payment method within seven days after pickup.",customer_support,0
"Hi, this is the Myntra delivery agent. Your order 6 6 0 9 2 is arriving today by eight pm. You can pay cash on delivery of fifteen hundred rupees or scan the QR on my machine at the door after checking the product.",delivery_call,0
"yes yes Sir, I am a SEBI registered advisor from a top crypto exchange. Our VIP group members five times return in ninety days. Join today by depositing just seventy five thousand rupees in our company account and our expert will trade for you. Profit withdrawal is guaranteed every Friday.",investment_scam,1
"okay I have hacked your phone camera and recorded you. I also have all your contacts. Pay ten thousand rupees in bitcoin or UPI within two hours or every person in your contact list gets the video. Do not ignore this, I am watching you.",sextortion,1
"Good afternoon, this is the Axis bank branch at Chennai. Your cheque book request has been processed and it will be delivered to your registered address. If you have any questions you may call the number on the back of your debit card.",genuine_banking_call,0
"okay Sir your parcel from Hyderabad has arrived at our DTDC hub. Since the address is incomplete, our executive will call you to confirm the landmark before delivery tomorrow. No charges are pending on this shipment.",delivery_call,0
yes yes this is blue dart security department. a package under your name containing human trafficking evidence was intercepted in hyderabad. you must verify your aadhaar and bank account with our verification officer immediately. failure to comply will result in arrest within twenty four hours.,courier_scam,1
"haan hello, i saw your profile and i am inviting you to our exclusive crypto exchange group on whatsapp. members are earning daily. invest three lakh rupees now and you will assured profit of two thousand daily. this slot closes in one hour, so transfer quickly to book your position.",investment_scam,1
"haan under section money laundering act you are digitally detained. i am dcp patel, my badge number is being sent to you. do not cut this call for the next six hours. move to a quiet room alone. every rupee in your axis bank account must be verified through our secure treasury account starting now.",digital_arrest_scam,1
"Hello, I saw your profile and I am inviting you to our exclusive stock trading app group on WhatsApp. Members are earning daily. Invest ten thousand rupees now and you will guaranteed thirty percent monthly return. This slot closes in three hours, so transfer quickly to book your position.",investment_scam,1
hmm Your bank account has been flagged by customs department for illegal transactions. I am sending you the arrest warrant copy on WhatsApp. To stop the arrest you need to pay a security deposit of ten thousand rupees right now through UPI. This is your last warning officers are already near your house.,fake_cbi_police_call,1
"okay Hello, I am calling from the national lucky draw committee. Your SIM card has won gold worth ten lakh in our anniversary lottery. Do not tell anyone about this prize for security reasons. First transfer the processing charge of fifteen hundred rupees to our claims officer and the full amount will be credited within two hours.",lottery_scam,1
"sir, great news! you are the lucky winner of gold worth ten lakh from myntra festival draw. to release your prize we need your bank account number, ifsc code, and a gst payment of nine hundred ninety nine rupees. pay immediately otherwise your prize will be given to the next winner.",lottery_scam,1
"yes yes Madam, your Blue Dart courier is out for delivery today. I will reach your location in about twenty minutes. Please be available at the address. If nobody is home I will attempt delivery again tomorrow.",delivery_call,0
This is Head Constable Das from Mumbai cyber crime branch. An FIR has been registered against your name for money laundering. A warrant is issued and police will arrest you within one hour unless you cooperate with our verification right now. Do not disconnect this call and do not tell anyone.,fake_cbi_police_call,1
"Sir, great news! You are the lucky winner of a brand new car from Snapdeal festival draw. To release your prize we need your bank account number, IFSC code, and a GST payment of two hundred rupees. Pay immediately otherwise your prize will be given to the next winner.",lottery_scam,1
"Hello, I am calling from India Post head office Hyderabad. A parcel booked on your Aadhaar number going to Taiwan has been seized. It contains five passports, credit cards, and illegal drugs. A case will be filed against you. To clarify, I am transferring this call to the Kolkata cyber police, stay on the line.",courier_scam,1
"I am calling from enforcement directorate. Your Aadhaar card has been used in a money laundering case in Jaipur. This is a national security matter. You must join a video call on Skype immediately for interrogation, otherwise a non bailable warrant will be executed against you today.",fake_cbi_police_call,1
hello? Congratulations sir! Your mobile number has been selected in the TV show lucky customer draw and you have won gold worth ten lakh. To claim your prize money you just need to pay a small registration fee of two hundred rupees and share your bank account details right now. This offer expires today.,lottery_scam,1
"I have hacked your phone camera and recorded you. I also have all your contacts. Pay five thousand rupees in bitcoin or UPI within one hour or every person in your contact list gets the video. Do not ignore this, I am watching you.",sextortion,1
okay Hello sir I am calling from Meesho refund department. Your payment of fifteen hundred rupees failed but money got deducted. I am sending you a refund request on your UPI app. Just open the app enter your UPI PIN and the amount will come back to you instantly.,upi_refund_scam,1
"Hi, this is the Flipkart delivery agent. Your order 7 7 3 2 1 is arriving today by eight pm. You can pay cash on delivery of five hundred rupees or scan the QR on my machine at the door after checking the product.",delivery_call,0
"Hello sir, I am calling from Airtel. Your SIM card KYC is incomplete and your number will be disconnected tonight. To keep it active, download the app I am telling you and enter your Aadhaar number and the verification code on your screen. Do it now while I am on the call.",fake_kyc_update,1
okay I am calling from Lucknow airport customs department. A gift parcel from your friend abroad is held here containing foreign currency worth two lakh rupees. To release it you must pay customs clearance duty of five hundred rupees to the officer account right now otherwise the parcel will be confiscated and a case registered.,customs_scam,1
"Hello sir, customs office speaking. Your international package has been flagged for duty evasion. Pay the penalty of two lakh rupees today through the UPI id I share, or face prosecution under the customs act. Officers can arrive at your address within 45 minutes if unpaid.",customs_scam,1
yes yes Dear customer your debit card has been used in Bangalore for twenty five thousand rupees. If this was not you share the OTP received on your number immediately so we can reverse the transaction. Hurry the reversal window closes in ten minutes.,otp_scam,1
"Hey, I just saw your message. The kids have their school function on Saturday so we might come to Bangalore on Sunday instead. Tell dada to keep the guest room ready. We will bring paneer butter masala that you like.",family_conversation,0
"okay sir, this is sneha from axis bank. we noticed your kyc documents are due for periodic update. you can update them by visiting any branch with your original documents at your convenience within the next ninety days. this is just a reminder call, nothing is blocked.",genuine_banking_call,0
hello i saw your profile and i am inviting you to our exclusive crypto exchange group on whatsapp. members are earning daily. invest three lakh rupees now and you will five times return in ninety days. this slot closes in 45 minutes so transfer quickly to book your position.,investment_scam,1
hello? I am calling from customs department. Your Aadhaar card has been used in a hawala transfers case in Lucknow. This is a national security matter. You must join a video call on Skype immediately for interrogation otherwise a non bailable warrant will be executed against you today.,fake_cbi_police_call,1
Madam your friend referred you to our IPO allotment scheme. We guarantee guaranteed thirty percent monthly return with zero risk because our AI algorithm never loses. Start with one lakh rupees today. Send the amount to the account I share and download our special app not from Play Store but from the link I send.,investment_scam,1
Thank you for calling Myntra customer support my name is Anita. I understand your order 7 7 3 2 1 was delayed. I sincerely apologize for the inconvenience. I have escalated this and you will receive it by tomorrow evening. Is there anything else I can help you with.,customer_support,0
"I am calling from Delhi police cyber cell. Your Aadhaar card has been used in a drug trafficking case in Chennai. This is a national security matter. You must join a video call on Google Meet immediately for interrogation, otherwise a non bailable warrant will be executed against you today.",fake_cbi_police_call,1
"Listen carefully, I have your private video call recording from last night. If you do not pay me five thousand rupees right now I will send this video to all your family members and upload it on social media. You have thirty minutes to transfer the money. Do not tell the police or it goes public immediately.",sextortion,1
"okay hello, your loan application is approved. but sir, before disbursal our agent needs the file charge of two thousand rupees and a photo of your atm card from both sides. send them on whatsapp now, the amount will be credited immediately after verification.",loan_scam,1
"You are now under digital arrest. This is ACP Khan from enforcement directorate. Do not disconnect the video call, do not leave your room, and do not talk to anyone. A case of money laundering is registered on your Aadhaar. Your every movement is being monitored until the verification is complete.",digital_arrest_scam,1
"hello, your loan application is approved. but sir, before disbursal our agent needs the file charge of two thousand rupees and a photo of your atm card from both sides. send them on whatsapp now, the amount will be credited immediately after verification.",loan_scam,1
okay Congratulations. Your loan of two lakh rupees from QuickCash has been pre approved with zero paperwork and no CIBIL check. To disburse the amount today itself pay the one time processing fee of five hundred rupees to this UPI number right now.,loan_scam,1
"Hello madam, this is regarding the service request for your washing machine. Our technician Rahul will visit tomorrow at eleven am. The visit is free under warranty. Please keep your invoice copy handy. You will receive an SMS with the technician details.",customer_support,0
haan sir great news. you are the lucky winner of twenty five lakh rupees from myntra festival draw. to release your prize we need your bank account number ifsc code and a gst payment of fifteen hundred rupees. pay immediately otherwise your prize will be given to the next winner.,lottery_scam,1
Sir I am calling from Bank of Baroda security team. Someone is trying to hack your account right now. To block the hacker I have sent a code to your phone. Quickly tell me the six digit OTP so I can stop the unauthorized transaction before your money is gone.,otp_scam,1
yes yes Sir last chance to enter our pre IPO allotment scheme. Shares will triple on listing day it is confirmed inside news. Transfer three lakh rupees before market opens tomorrow and send the screenshot. Returns are assured one hundred percent guaranteed profit.,investment_scam,1
"Madam, this is a courtesy call from Bank of Baroda. Your fixed deposit of five thousand rupees is maturing next week. You can visit the branch to renew it or it will be auto credited to your savings account. No action is needed from your side on this call.",genuine_banking_call,0
"haan Your WhatsApp video call was recorded and my team has edited it. The girl you talked to has filed a complaint. I am the officer handling it. To close the case and delete the video, pay a settlement of fifty thousand rupees today. Otherwise the video and FIR go to your office and family.",sextortion,1
"okay Madam, this is from your electricity board. You paid your bill twice last month so a refund of two thousand rupees is pending. To receive it, scan the QR code I sent on WhatsApp and enter your UPI PIN. The refund will be credited immediately after that.",upi_refund_scam,1
"yes yes This is an urgent call from your bank. Your KYC documents have been rejected and all transactions will be stopped in two hours. To reactivate, click the link I sent by SMS and fill your card details including CVV. If you delay, you will lose access to your money.",fake_kyc_update,1
"haan Good morning, I am calling from Delhivery. You have a package scheduled for delivery today. Someone above eighteen must be available to sign. If you want to reschedule, you can use the link sent by SMS from our official number.",delivery_call,0
"okay hello sir, customs office speaking. your international package has been flagged for duty evasion. pay the penalty of three lakh rupees today through the upi id i share, or face prosecution under the customs act. officers can arrive at your address within twenty four hours if unpaid.",customs_scam,1
hmm This is Blue Dart security department. A package under your name containing illegal transactions evidence was intercepted in Lucknow. You must verify your Aadhaar and bank account with our verification officer immediately. Failure to comply will result in arrest within thirty minutes.,courier_scam,1
"hello? Hello sir, I am calling from Amazon refund department. Your payment of two thousand rupees failed but money got deducted. I am sending you a refund request on your UPI app. Just open the app, enter your UPI PIN and the amount will come back to you instantly.",upi_refund_scam,1
Madam this is from your electricity board. You paid your bill twice last month so a refund of five hundred rupees is pending. To receive it scan the QR code I sent on WhatsApp and enter your UPI PIN. The refund will be credited immediately after that.,upi_refund_scam,1
Sir I am a SEBI registered advisor from a top forex platform. Our VIP group members five times return in ninety days. Join today by depositing just two lakh rupees in our company account and our expert will trade for you. Profit withdrawal is guaranteed every Friday.,investment_scam,1
"hmm Madam, this is from your mobile wallet support. Your cashback points worth two hundred rupees are expiring in thirty minutes. To redeem them I need the verification code sent to your phone. Read out the OTP now otherwise the points will lapse.",otp_scam,1
"I am calling from Delhi airport customs department. A gift parcel from your friend abroad is held here containing foreign currency worth ten thousand rupees. To release it you must pay customs clearance duty of two thousand rupees to the officer account right now, otherwise the parcel will be confiscated and a case registered.",customs_scam,1
"yes yes Hello, I am calling from DTDC head office Bangalore. A parcel booked on your Aadhaar number going to Taiwan has been seized. It contains five passports, credit cards, and illegal drugs. A case will be filed against you. To clarify, I am transferring this call to the Kolkata cyber police, stay on the line.",courier_scam,1
"You are now under digital arrest. This is Sub Inspector Iyer from customs department. Do not disconnect the video call, do not leave your room, and do not talk to anyone. A case of terror funding is registered on your Aadhaar. Your every movement is being monitored until the verification is complete.",digital_arrest_scam,1
"Good morning, I am calling from India Post. You have a package scheduled for delivery today. Someone above eighteen must be available to sign. If you want to reschedule, you can use the link sent by SMS from our official number.",delivery_call,0
"Under section money laundering act you are digitally detained. I am Sub Inspector Sharma, my badge number is being sent to you. Do not cut this call for the next six hours. Move to a quiet room alone. Every rupee in your ICICI bank account must be verified through our secure treasury account starting now.",digital_arrest_scam,1
"hello? congratulations! your loan of five thousand rupees from instarupee has been pre approved with zero paperwork and no cibil check. to disburse the amount today itself, pay the one time processing fee of fifteen hundred rupees to this upi number right now.",loan_scam,1
Congratulations sir! Your mobile number has been selected in the KBC lucky draw and you have won gold worth ten lakh. To claim your prize money you just need to pay a small registration fee of two hundred rupees and share your bank account details right now. This offer expires today.,lottery_scam,1
"Hi, I am calling from your internet service provider. We have a scheduled maintenance in Chennai area tonight from two am to four am so your broadband may be down during that time. No action is required from you. Sorry for the inconvenience.",customer_support,0
"You are now under digital arrest. This is DCP Patel from customs department. Do not disconnect the video call, do not leave your room, and do not talk to anyone. A case of drug trafficking is registered on your Aadhaar. Your every movement is being monitored until the verification is complete.",digital_arrest_scam,1
Madam this is from your electricity board. You paid your bill twice last month so a refund of fifteen hundred rupees is pending. To receive it scan the QR code I sent on WhatsApp and enter your UPI PIN. The refund will be credited immediately after that.,upi_refund_scam,1
"hello? This is an urgent call from your bank. Your KYC documents have been rejected and all transactions will be stopped in three hours. To reactivate, click the link I sent by SMS and fill your card details including CVV. If you delay, you will lose access to your money.",fake_kyc_update,1
"hmm madam, this is from your mobile wallet support. your cashback points worth two thousand rupees are expiring in 45 minutes. to redeem them i need the verification code sent to your phone. read out the otp now otherwise the points will lapse.",otp_scam,1
Madam this is from your mobile wallet support. Your cashback points worth two hundred rupees are expiring in one hour. To redeem them I need the verification code sent to your phone. Read out the OTP now otherwise the points will lapse.,otp_scam,1
"Hello madam, this is regarding the service request for your washing machine. Our technician Rohan will visit tomorrow at eleven am. The visit is free under warranty. Please keep your invoice copy handy. You will receive an SMS with the technician details.",customer_support,0
"Hello, your Flipkart account shows a suspicious order of three lakh rupees. If you did not place it, we can cancel it immediately. An OTP has been sent to your registered mobile number, please confirm the OTP to cancel the fraudulent order.",otp_scam,1
"Hello, I am calling from Delhivery head office Mumbai. A parcel booked on your Aadhaar number going to Taiwan has been seized. It contains five passports, credit cards, and illegal drugs. A case will be filed against you. To clarify, I am transferring this call to the Kolkata cyber police, stay on the line.",courier_scam,1
"yes yes hello sir, i am calling from myntra refund department. your payment of two thousand rupees failed but money got deducted. i am sending you a refund request on your upi app. just open the app, enter your upi pin and the amount will come back to you instantly.",upi_refund_scam,1
"I am calling from Delhi police cyber cell. Your Aadhaar card has been used in a drug trafficking case in Lucknow. This is a national security matter. You must join a video call on Zoom immediately for interrogation, otherwise a non bailable warrant will be executed against you today.",fake_cbi_police_call,1
"hmm Sir, I am from MoneyNow instant loan company. You are eligible for one lakh rupees at only one percent interest. The offer is valid only for today. Just transfer the insurance charge of two thousand rupees and share your Aadhaar and bank details, money will be in your account in twenty four hours.",loan_scam,1
"I am calling from CBI. Your Aadhaar card has been used in a terror funding case in Jaipur. This is a national security matter. You must join a video call on Skype immediately for interrogation, otherwise a non bailable warrant will be executed against you today.",fake_cbi_police_call,1
"Listen carefully, I have your private video call recording from last night. If you do not pay me one lakh rupees right now I will send this video to all your family members and upload it on social media. You have one hour to transfer the money. Do not tell the police or it goes public immediately.",sextortion,1
"hello sir, i am calling from amazon refund department. your payment of five hundred rupees failed but money got deducted. i am sending you a refund request on your upi app. just open the app, enter your upi pin and the amount will come back to you instantly.",upi_refund_scam,1
"Madam, a foreign national has sent you a parcel with gold jewellery and dollars. It is stuck at customs in Hyderabad. As per rules you must pay anti money laundering certificate fee of five hundred rupees plus handling charge. Pay immediately, the parcel will be delivered to your home tomorrow with the refund of your fee.",customs_scam,1
haan Hello I saw your profile and I am inviting you to our exclusive IPO allotment scheme group on WhatsApp. Members are earning daily. Invest five thousand rupees now and you will guaranteed thirty percent monthly return. This slot closes in two hours so transfer quickly to book your position.,investment_scam,1
"okay Madam, your name was picked in the TV show lucky customer draw. You have won twenty five lakh rupees. Our agent will help you claim it, but you must first pay income tax of twenty five thousand rupees in advance to this UPI id. Keep this confidential and act now, the claim window closes in twenty four hours.",lottery_scam,1
"hello? hello, i am calling from kotak bank credit card division. your card statement for this month has been generated and the due date is the fifteenth. you can pay through the official app or net banking. as a reminder, the bank never asks for your otp or cvv on calls.",genuine_banking_call,0
"haan I am calling from enforcement directorate. Your Aadhaar card has been used in a drug trafficking case in Hyderabad. This is a national security matter. You must join a video call on WhatsApp immediately for interrogation, otherwise a non bailable warrant will be executed against you today.",fake_cbi_police_call,1
"Hello, I am calling from Airtel customer care regarding the network complaint you raised yesterday. Our technical team has resolved the tower issue in your area. Please restart your phone and check. If the problem continues, you can call one nine eight from your registered number.",customer_support,0
This is Delhivery security department. A package under your name containing illegal transactions evidence was intercepted in Lucknow. You must verify your Aadhaar and bank account with our verification officer immediately. Failure to comply will result in arrest within two hours.,courier_scam,1
Madam this is from your electricity board. You paid your bill twice last month so a refund of two thousand rupees is pending. To receive it scan the QR code I sent on WhatsApp and enter your UPI PIN. The refund will be credited immediately after that.,upi_refund_scam,1
yes yes Hello I am calling from Google Pay support team. Your cashback of nine hundred ninety nine rupees is stuck. I will guide you to claim it. Open the app click on the request I just sent and type your UPI PIN to accept the cashback. Do it while I am on the line so I can conf i rm.,upi_refund_scam,1
"hello? I have hacked your phone camera and recorded you. I also have all your contacts. Pay fifty thousand rupees in bitcoin or UPI within two hours or every person in your contact list gets the video. Do not ignore this, I am watching you.",sextortion,1
"haan hi, i am calling from your internet service provider. we have a scheduled maintenance in mumbai area tonight from two am to four am so your broadband may be down during that time. no action is required from you. sorry for the inconvenience.",customer_support,0
"hello? Dear customer, your Bank of Baroda account KYC has expired today. Your account will be blocked in three hours unless you update immediately. Please share the OTP you just received to complete the online KYC verification right now.",fake_kyc_update,1
"hello, your snapdeal account shows a suspicious order of five thousand rupees. if you did not place it, we can cancel it immediately. an otp has been sent to your registered mobile number, please confirm the otp to cancel the fraudulent order.",otp_scam,1
"Madam, a courier sent from your address was scanned and found to contain narcotics. FIR number is being generated. The investigating officer from Delhi police cyber cell will speak to you now on video call. Keep your identity and bank documents ready and do not inform anyone until cleared.",courier_scam,1
